STR_Nr;Region;ASC_Standort;STR_Bezeichnung;Verkehrsstelle;GEB_Bezeichnung;GEB_Nr;Gps Lon;Gps Lat;ENT_Nr;Strasse;Nr;STR_km;Ort;Plz;Bl;Blitzschutz;Ableiter;Gebäudeart;SLT_Haus;M2_Geb;M2_Ueberdacht;Argus;Nbr;FI_Schalter
7142020;SAE-Süd 1;ASC Graz;FEHRING-JENNERSDORF;Strecke;SH-KM 184,966-HOHENBRUGG;10006641;;;10106;NB;NB;184,966;HOHENBRUGG;8350;St;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;;;Ja;Nein;
7141370;SAE-Süd 1;ASC Graz;BF.FELDBACH;Bahnhof;SH-KM 196,086-FELDBACH;10006633;;;10099;NB;NB;196,086;FELDBACH;8330;St;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;6;;Ja;Nein;
8052100;SAE-Süd 1;ASC Graz;MIXNITZ=B.-ÜST.MIXNITZ 2;Strecke;ZUGFUNK-PEUGEN;0;;;24664600;NB;NB;175,356;FROHNLEITEN;8130;St;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;6;;Ja;Nein;
7141210;SAE-Süd 1;ASC Graz;BF.GLEISDORF;Bahnhof;SH-WHZ 1 GLEISDORF;0;;;1257031;NB;NB;221,215;GLEISDORF;8200;St;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;6;;Ja;Nein;
7141340;SAE-Süd 1;ASC Graz;STUDENZEN=F.-AB*LUGITSCH*;Strecke;SH-KM 193,647-LÖDERSDORF;10006629;;;10094;NB;NB;193,647;LÖDERSDORF;8334;St;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;6;;Ja;Nein;
7054220;SAE-Süd 1;ASC Graz;RETZNEI-SPIELFELD=ST.;Strecke;AUFNAHMEGEBÄUDE-EHRENHAUSEN;777;15,58541238;46,72750896;24830163;EHRENHAUSEN;18;253,943;EHRENHAUSEN;8461;St;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;413,48;;Ja;Nein;
7141330;SAE-Süd 1;ASC Graz;BF.STUDENZEN=FLADNITZ;Bahnhof;SH-KM206,432-STUDENZEN;10017896;;;1547420;NB;NB;206,432;STUDENZEN;8322;St;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;6;;Ja;Nein;
7621020;SAE-Süd 1;ASC Graz;SPIELFELD=ST.-AB*REICHL*;Strecke;WARTEHÜTTE-LICHENDORF (Kein Gebäude);0;;;1367;NB;NB;6,124;LICHENDORF;8473;St;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;14,29;;Ja;Nein;
8054020;SAE-Süd 1;ASC Graz;PUNTIGAM-KALSDORF;Strecke;Bürogebäude+LKW Wartungshalle;19068;;;20544806;Kalsdorferstraße;11;220,438;FELDKIRCHEN/GRAZ;8073;St;KEIN BLITZSCHUTZ;0;Werkstätte;Nein;627;;Nein;Nein;0
7141340;SAE-Süd 1;ASC Graz;STUDENZEN=F.-AB*LUGITSCH*;Strecke;SH-KM201,318-GNIEBING;10006621;;;10087;NB;NB;201,318;GNIEBING;8330;St;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;6;;Ja;Nein;
8052810;SAE-Süd 1;ASC Graz;PR GRAZ;sonstige Betriebstelle;08-Technikraum Nr.: 28 Personentunnel Nord;0;;;20950949;Waagner Birostr.;NV;211,31;GRAZ;8020;St;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;15;;Nein;Nein;0
8052810;SAE-Süd 1;ASC Graz;PR GRAZ;sonstige Betriebstelle;11-Personentunnel Nord;0;;;20950952;Waagner Birostr.;NV;211,31;GRAZ;8020;St;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;1200;;Nein;Nein;0
8052810;SAE-Süd 1;ASC Graz;PR GRAZ;sonstige Betriebstelle;12-Überdachung Personentunnel Nord-Waagner-Biro.Str.;21419;;;20950955;Waagner Birostr.;NV;211,31;GRAZ;8020;St;BLITZSCHUTZ;4;Betriebsgebäude;Nein;;220;Ja;Nein;0
7621080;SAE-Süd 1;ASC Graz;MURECK-GOSDORF;Strecke;AUFNAHMEGEBÄUDE  GOSDORF;1198;15,79810595;46,72458021;1353;GOSDORF;84;14,339;GOSDORF;8482;St;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;145,14;;Ja;Nein;
8052310;SAE-Süd 1;ASC Graz;BF.GRAZ HBF.;Bahnhof;UNTERWERKSGEBÄUDE-GRAZ HBF;16393;15,41357605;47,07762092;1497660;WAAGNERBIROSTRAßE;66;210,791;GRAZ;8020;St;BLITZSCHUTZ;13;Betriebsgebäude;Nein;209;;Ja;Ja;13
5511150;SAE-West;ASC Innsbruck;H/LST.GIESENBACH;Halte- /Ladestelle;AG  SCHARNITZ;1173;11,26654357;47,39181362;1702;BAHNHOFSTR.;63;32,491;SCHARNITZ;6108;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;1227;;Ja;Nein;
5511150;SAE-West;ASC Innsbruck;H/LST.GIESENBACH;Halte- /Ladestelle;HOLZSCHUPPEN;12353;11,26622149;47,39164857;1703;BAHNHOFSTR.;63;32,455;SCHARNITZ;6108;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;80;;Ja;Nein;
6012470;SAE-West;ASC Innsbruck;BF.INNSBRUCK HBF.;Bahnhof;ATWE-WERKSTÄTTE;3049;11,40179717;47,26012;5692;HAUPTFRACHTENBAHNHOF;4:00 AM;75,59;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Werkstätte;Nein;790;;Ja;Nein;
6012470;SAE-West;ASC Innsbruck;BF.INNSBRUCK HBF.;Bahnhof;ELM-FLM  GEBÄUDE;17100;11,4011795;47,25981395;5693;HAUPTFRACHTENBAHNHOF;4 B;75,7;INNSBRUCK;6020;T;BLITZSCHUTZ;17;Betriebsgebäude;Nein;2240;;Ja;Nein;
6012470;SAE-West;ASC Innsbruck;BF.INNSBRUCK HBF.;Bahnhof;STELLWERK  5   IBK  HBF;2397;11,40177304;47,25895005;5696;HAUPTFRACHTENBAHNHOF;NB;75,759;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Werkstätte;Nein;17;;Ja;Nein;
6012470;SAE-West;ASC Innsbruck;BF.INNSBRUCK HBF.;Bahnhof;BETRIEBSGEBÄUDE  REM  2  IBK  HBF TRAKTIONSG.;477;11,40121911;47,25913559;5695;HAUPTFRACHTENBAHNHOF;6;75,758;INNSBRUCK;6020;T;BLITZSCHUTZ;6;Betriebsgebäude;Nein;1190;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;HALL GLEISHALLE NEU;15358;;;24043161;Obere Lend;2A;66,344;HALL;6060;T;BLITZSCHUTZ;13;Betriebsgebäude;Nein;1465,1;;Nein;Nein;0
6012470;SAE-West;ASC Innsbruck;BF.INNSBRUCK HBF.;Bahnhof;SCHIDLACH-KASERNE;57005054;;;5699;SCHIDLACHSTR.;11;75,792;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Büro/Verwaltungsgebäude;Nein;980;;Nein;Ja;
6012470;SAE-West;ASC Innsbruck;BF.INNSBRUCK HBF.;Bahnhof;ZUGFUNK  1  FBHF  TENNISPLATZ;10001153;;;6321;NB;NB;76,1;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
6012330;SAE-West;ASC Innsbruck;BF.FRITZENS=WATTENS;Bahnhof;UNTERWERK  FRITZENS-WATTENS;16415;11,59623471;47,30180594;5392;Bahnhofplatz;2;58,515;FRITZENS;6122;T;BLITZSCHUTZ;6;Schaltstation;Ja;298,27;;Ja;Nein;
6022240;SAE-West;ASC Innsbruck;ÜST ST.JODOK-GRIES;Strecke;RUK SCHMIRN;0;;;21128425;Bahngrund;0;102,32;ST. JODOK AM BRENNER;6154;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;30;;Ja;Nein;0
6022250;SAE-West;ASC Innsbruck;H/LST.GRIES;Halte- /Ladestelle;SCHALTHAUS GRIES SÜD WHZ;10000796;;;21128430;Bahngrund;0;107;GRIES AM BRENNER;6156;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;0
6012330;SAE-West;ASC Innsbruck;BF.FRITZENS=WATTENS;Bahnhof;ÜBERLEITST.  MILS /VOLDERS;57006041;;;6491;NB;NB;63,8;MILS;6060;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;7;;Ja;Nein;
6302220;SAE-West;ASC Innsbruck;GRENZE ASC(KM 44,765)-ABZW. FRITZENS=WATTENS 2;Strecke;SNS_NA 55 KM 60,850;0;;;20279127;TERFNERTUNNEL;NB;60,85;STANS;6135;T;BLITZSCHUTZ;2;Schaltstation Tunnel;Nein;;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;BAUHOFGEB.  BF  HALL;3242;11,50416786;47,27762938;7736;Augassse;8;66,388;HALL;6060;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;506;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;BM GEBÄUDE   BF  HALL;494;11,50371818;47,27764219;7738;Augasse;8;66,417;HALL;6060;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;710;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;PERSONALUNTERKUNFT(abgegeben);57005207;;;7740;NB;NB;66,435;HALL;6060;T;BLITZSCHUTZ;6;Wohngebäude;Nein;305;;Nein;Ja;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;ESV - GEBÄUDE(abgegeben);57005100;;;7742;NB;NB;66,435;HALL;6060;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;331;;Nein;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;TRAFOSTATION  (STATION  OST);4570;11,50240832;47,27651473;7743;NB;NB;66,538;HALL;6060;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;75;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;WG  7   KEHLHAUS(abgegeben);57006288;;;7747;NB;NB;66,588;HALL;6060;T;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;770;;Nein;Ja;
6013030;SAE-West;ASC Innsbruck;BF.INNSBRUCK WESTBF.;Bahnhof;SERVICE HALLE 1-2   REMISE 1;17601;11,38361065;47,25423749;4182;WILTENBERG;1:00 AM;1,95;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Werkstätte;Nein;4269;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;AG BHF HALL;595;11,50188373;47,27728005;7750;Bahnhofstraße;14A;66,6;HALL;6060;T;BLITZSCHUTZ;21;Betriebsgebäude;Nein;2280;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;KOHLENSCHUPPEN  HALL(abgegeben);0;;;7753;NB;NB;66,66;HALL;6060;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;32;;Nein;Ja;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;GÜTERABFERTIGUNGSGEBÄUDE;15358;11,50510406;47,27730414;7754;NB;NB;66,66;HALL;6060;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;277;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;GÜTERMAGAZIN;11376;11,50006821;47,27695411;7755;NB;NB;66,698;HALL;6060;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;624;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;ROLLZETTELHÜTTE KM 67.407;7017;11,49100952;47,27556836;7757;NB;NB;67,407;HALL;6060;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;14;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;FUNKHÜTTE;10002315;;;7758;NB;NB;67,195;HALL;6060;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
6022250;SAE-West;ASC Innsbruck;H/LST.GRIES;Halte- /Ladestelle;UW  GRIES;16268;11,48563857;47,04252388;21128173;Bahngrund;0;106,615;GRIES AM BRENNER;6156;T;BLITZSCHUTZ;10;Betriebsgebäude;Nein;194,74;;Ja;Nein;0
6022250;SAE-West;ASC Innsbruck;H/LST.GRIES;Halte- /Ladestelle;HST GRIES AG;1322;11,48548513;47,04224595;21128170;Ritten;143;106,65;GRIES AM BRENNER;6156;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;53,91;;Ja;Nein;0
6022250;SAE-West;ASC Innsbruck;H/LST.GRIES;Halte- /Ladestelle;PERSONALHAUS  Gries am Brenner;0;;;21128175;Ritten;145;106,775;GRIES AM BRENNER;6156;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;170;;Nein;Ja;0
6022260;SAE-West;ASC Innsbruck;GRIES-BRENNERSEE;Strecke;ZUGFUNK  23  NEU  BRENNERSEE;10000797;;;21128166;Bahngrund;109,785;109,785;GRIES AM BRENNER;6156;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;0
6022260;SAE-West;ASC Innsbruck;GRIES-BRENNERSEE;Strecke;ZUGFUNK  23  ALT  BRENNERSEE;10000798;;;21128164;Bahngrund;0;109,779;GRIES AM BRENNER;6156;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;0
6013050;SAE-West;ASC Innsbruck;BF.VÖLS;Bahnhof;SCHALTHAUS  WHZ  WEST;10000750;;;5404;NB;NB;7,45;VÖLS;6176;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
6022280;SAE-West;ASC Innsbruck;BRENNERSEE-ERHGR.(KM 111,608);Strecke;HST BRENNERSEE AG;1826;11,50807738;47,01422075;21128050;Brennersee;236;110,885;GRIES AM BRENNER;6156;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;291,67;;Ja;Nein;0
5511110;SAE-West;ASC Innsbruck;AB*UW REITH*;Anschlußbahn;SCHALTHAUS  22,882;10000767;;;5421;NB;0;22,882;SEEFELD;6100;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
5511110;SAE-West;ASC Innsbruck;AB*UW REITH*;Anschlußbahn;SCHALTHAUS  22,271;10000768;;;5422;NB;0;22,271;SEEFELD;6100;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
6022270;SAE-West;ASC Innsbruck;AWANST.BRENNERSEE;Ausweichanschlußstelle;WC KABINE BRENNERSEE-LKW-PARKPL.;18269;11,50705303;47,01410707;21128010;Brennersee;0;110,9;GRIES AM BRENNER;6156;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;10;;Ja;Nein;0
6302220;SAE-West;ASC Innsbruck;GRENZE ASC(KM 44,765)-ABZW. FRITZENS=WATTENS 2;Strecke;SNS_ NA 17 Lüftergebäude KM 53,305;0;;;20278293;TERFNERTUNNEL;NB;53,305;STANS;6135;T;BLITZSCHUTZ;2;Schaltstation Tunnel;Nein;;;Ja;Nein;
6012330;SAE-West;ASC Innsbruck;BF.FRITZENS=WATTENS;Bahnhof;UNTERFÜHRUNG  BHF  FRI-WA;10000743;;;5398;NB;NB;59,06;FRITZENS;6122;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;;225;Nein;Nein;
6012330;SAE-West;ASC Innsbruck;BF.FRITZENS=WATTENS;Bahnhof;ÜBERD.  UNTERF.  AUFGANG  NORD;3015318;;;5397;NB;NB;59,118;FRITZENS;6122;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;;25;Nein;Nein;
6022240;SAE-West;ASC Innsbruck;ÜST ST.JODOK-GRIES;Strecke;ZUGFUNK 21 STAFFLACHTUNNEL SÜD;10000795;;;21128417;Bahngrund;0;104,633;GRIES AM BRENNER;6156;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;0
6012330;SAE-West;ASC Innsbruck;BF.FRITZENS=WATTENS;Bahnhof;BAHNSTREIGDACH  1  BHF  FRI-WA;3014438;;;5394;NB;NB;59,06;FRITZENS;6122;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;;135;Nein;Nein;
6022240;SAE-West;ASC Innsbruck;ÜST ST.JODOK-GRIES;Strecke;ZUGFUNK 22 GRIESERTUNNEL SÜD;10000794;;;21128419;Bahngrund;0;106,391;GRIES AM BRENNER;6156;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;0
6012330;SAE-West;ASC Innsbruck;BF.FRITZENS=WATTENS;Bahnhof;AG  BHF FRITZENS-WATTENS;594;11,58903809;47,30190656;5393;Bahnhofsplatz;NB;59,06;FRITZENS;6122;T;BLITZSCHUTZ;10;Betriebsgebäude;Nein;1099;;Ja;Nein;
6022280;SAE-West;ASC Innsbruck;BRENNERSEE-ERHGR.(KM 111,608);Strecke;ROLA  BRENNERSEE  FDL + AUFENTHR;18573;11,50717276;47,00929566;21127962;GR./BR.  ROLA  TRMINAL;242;111,265;GRIES AM BRENNER;6156;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;23;;Ja;Nein;0
6022240;SAE-West;ASC Innsbruck;ÜST ST.JODOK-GRIES;Strecke;ZUGFUNK 20 ST.JODOKTUNNEL NORD;10000793;;;21128421;Bahngrund;0;102,358;ST. JODOK AM BRENNER;6154;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;0
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;KBL  VERWALTUNGSGEBÄUDE(abgegeben);57006137;;;5862;ROßAU;NB;71,61;INNSBRUCK;6020;T;BLITZSCHUTZ;18;Betriebsgebäude;Nein;916;;Nein;Ja;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;ÜBERLEITSTELLE  RUM  (ARZL);10002418;;;7889;NB;NB;71,55;RUM;6063;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
6013030;SAE-West;ASC Innsbruck;BF.INNSBRUCK WESTBF.;Bahnhof;LEHRWERKSTATT  REM  1;3048;11,38152509;47,25374661;4303;WILTENBERG;1:00 AM;2,123;INNSBRUCK;6020;T;BLITZSCHUTZ;8;Werkstätte;Nein;1435;;Ja;Nein;
6013030;SAE-West;ASC Innsbruck;BF.INNSBRUCK WESTBF.;Bahnhof;ZUBAU  ROTTENUNTERK.  KOHLENPL.;0;;;3818;NB;NB;1,4;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;;;Nein;Nein;
6013030;SAE-West;ASC Innsbruck;BF.INNSBRUCK WESTBF.;Bahnhof;ROTTENUNTERKUNFT  KOHLENPL.;4471;11,39096779;47,25495389;3817;NB;NB;1,41;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;88;;Ja;Nein;
6013030;SAE-West;ASC Innsbruck;BF.INNSBRUCK WESTBF.;Bahnhof;AG  IBK  WESTBAHNHOF;1831;11,39189659;47,25579686;3816;EGGER  LIENZSTR.;1;1,32;INNSBRUCK;6020;T;BLITZSCHUTZ;9;Betriebsgebäude;Nein;1086;;Ja;Nein;
6013030;SAE-West;ASC Innsbruck;BF.INNSBRUCK WESTBF.;Bahnhof;GEBÄUDE  KOHLENPLATZ;17852;11,39116213;47,25496972;3814;Feldstraße;NB;1,42;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;170;;Ja;Nein;
6013030;SAE-West;ASC Innsbruck;BF.INNSBRUCK WESTBF.;Bahnhof;MATERIALMAGAZIN  REM  1;3562;;;4339;WILTENBERG;1:00 AM;2,03;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;1760;;Nein;Nein;
6013030;SAE-West;ASC Innsbruck;BF.INNSBRUCK WESTBF.;Bahnhof;TELEKOM--PAVILON  AUTOBAHN;3046;11,39233774;47,25584106;3810;EGGER  LIENZSTR.;1;1,36;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Werkstätte;Nein;107;;Ja;Nein;
5511150;SAE-West;ASC Innsbruck;H/LST.GIESENBACH;Halte- /Ladestelle;SCHALTHAUS 31,925;10010701;;;11814;NB;0;31,925;SCHARNITZ;6108;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
5511120;SAE-West;ASC Innsbruck;AB*UW REITH*-SEEFELD;Strecke;SCHALTHAUS 29,527;10010699;;;11812;GIEßENBACH;138;29,527;SCHARNITZ;6108;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
5511110;SAE-West;ASC Innsbruck;AB*UW REITH*;Anschlußbahn;SCHALTHAUS  GOLF;10010698;;;11811;NB;0;21,3;SEEFELD;6100;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
5511110;SAE-West;ASC Innsbruck;AB*UW REITH*;Anschlußbahn;SCHALTHAUS  22,562;10010697;;;11810;NB;0;22,562;SEEFELD;6100;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;KBL  SPENGLERWERST.(abgegeben);57002799;;;5872;ROßAU;NB;71,61;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Werkstätte;Nein;190;;Nein;Ja;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;KBL  WERKSTÄTTE(abgegeben);%57002801%;;;5879;ROßAU;NB;71,61;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Werkstätte;Nein;790;;Nein;Ja;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;KBL  GARAGEN  LKW(abgegeben);57001242;;;5881;ROßAU;NB;71,583;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;735;;Nein;Ja;
6013030;SAE-West;ASC Innsbruck;BF.INNSBRUCK WESTBF.;Bahnhof;EZW  TRAFOSTATION;4807;11,39420448;47,25536173;3809;Egger Lienz Straße;1;1,185;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;17;;Ja;Nein;
5511070;SAE-West;ASC Innsbruck;BF.HOCHZIRL;Bahnhof;AG HOCHZIRL;1818;11,2494621;47,28088139;1291;Hochzirl;3;12,713;ZIRL;6170;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;195;;Ja;Nein;
6012470;SAE-West;ASC Innsbruck;BF.INNSBRUCK HBF.;Bahnhof;GEB. F. ENERGIE   ZUGVORHEIZUNG;57001926;;;5691;KIOSKZEILE;NB;75,385;INNSBRUCK;6020;T;BLITZSCHUTZ;20;Werkstätte;Nein;440;;Nein;Nein;
6022190;SAE-West;ASC Innsbruck;BF.STEINACH/TIROL;Bahnhof;SCHALTHAUS  NORD  ST;10000789;;;5445;NB;NB;97,39;STEINACH AM BRENNER;6150;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
6022170;SAE-West;ASC Innsbruck;BF.MATREI;Bahnhof;SCHALTHAUS  SÜD   WHZ;10000785;;;5441;NB;NB;93,8;MATREI AM BRENNER;6143;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;PUMPENHAUS BREMSPROBE KM 67.417;7016;11,49106534;47,27590068;7759;NB;NB;67,417;HALL;6060;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;25;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;PUMPENHAUS BREMSPROBE KM 67.485;7018;11,4905057;47,27572778;7761;NB;NB;67,485;HALL;6060;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;22;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;ZENTRALSTELLWERK  INKL. QUERDRAKT;2690;11,48943209;47,27575295;7768;Essacherstraße;5;67,53;HALL;6060;T;BLITZSCHUTZ;10;Werkstätte;Nein;1272;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;ÖLTANKGEBÄUDE;10007837;;;7769;NB;NB;67,49;HALL;6060;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;150;;Ja;Nein;
5511120;SAE-West;ASC Innsbruck;AB*UW REITH*-SEEFELD;Strecke;GIEßENBACH;1819;;;3171;GIEßENBACH;138;29,226;SCHARNITZ;6108;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;245;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;SCHALTHAUS  SST  6;10002321;;;7770;NB;NB;67,337;HALL;6060;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
5511120;SAE-West;ASC Innsbruck;AB*UW REITH*-SEEFELD;Strecke;HST  PLAY  CASTLE;10011762;;;3169;NB;NB;24,5;SEEFELD;6100;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;12;;Ja;Nein;
6013030;SAE-West;ASC Innsbruck;BF.INNSBRUCK WESTBF.;Bahnhof;WOHNGEB.  KARWENDELSTR.  14(abgegeben);57006554;;;5492;KARWENDELSTR.;14;0;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Wohngebäude;Nein;622;;Nein;Ja;
6022280;SAE-West;ASC Innsbruck;BRENNERSEE-ERHGR.(KM 111,608);Strecke;ROLA  BRENNERSEE   SICHERUNGSD.;0;;;21127848;GR./BR.  ROLA  TRMINAL;242;111,28;GRIES AM BRENNER;6156;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;12;;Ja;Nein;0
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;BHF-HALL  VERSCHIEBERUNTERKUNFT;19181;;;7726;NB;NB;66,344;HALL;6060;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;305;;Ja;Nein;
6012390;SAE-West;ASC Innsbruck;BF.HALL/TIROL;Bahnhof;BHF-HALL  GASTARBEITERUNTERKUNFT(abgegeben);0;;;7725;NB;NB;66,34;HALL;6060;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;163;;Nein;Ja;
6012330;SAE-West;ASC Innsbruck;BF.FRITZENS=WATTENS;Bahnhof;ZUGFUNK  REMMELREIN;10002302;;;7724;VOILDERS;NB;63,74;VOLDERS;6111;T;KEIN BLITZSCHUTZ;0;Schaltstation;Ja;10;;Ja;Nein;
6013030;SAE-West;ASC Innsbruck;BF.INNSBRUCK WESTBF.;Bahnhof;DREHEREI-RÄDERHALLE  REM  1;3563;11,38285402;47,25357065;4413;WILTENBERG;1:00 AM;1,8;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;1280;;Ja;Nein;
6012470;SAE-West;ASC Innsbruck;BF.INNSBRUCK HBF.;Bahnhof;GÜTERMAGAZIN  LC  BEX  KNOTEN  60;17184;11,40168166;47,26344454;5853;Hauptfrachtenbahnhof;3;75,23;INNSBRUCK;6020;T;KEIN BLITZSCHUTZ;0;Betriebsgebäude;Nein;2281;;Ja;Nein;
