BK;WE;Objekt-Nr;Objekt-Bez.;aus SAP;Land;PLZ;Ort;Straße;Rahmenplanstrecke;Bahnhof;Bahnhofskategorie;Streckennummer;km von;km bis;Betriebsstelle;Region/Standort;BLM;Objektbetreuer
8300;1240141;21004;VS_Neukirchen-Gampern (Tm  H1);ja;AT;4851;Neukirchen/Gampern;Fischhamering 9;004 - Linz Hbf (e) - Salzburg Hbf (e) inkl. Freilassing;Neukirchen-Gampern;Kategorie 6;4014 - ATTNANG=PUCHHEIM (E) - SALZBUR;257,09;257,09;Neukirchen-Gampern;IMM Oberösterreich (Linz);Herzog Lieselotte;Froech Roland
8300;1240141;21005;VS_Redl-Zipf (Rz);ja;AT;4871;Redl/Zipf;Langwies 16;004 - Linz Hbf (e) - Salzburg Hbf (e) inkl. Freilassing;Redl-Zipf;Kategorie 6;4014 - ATTNANG=PUCHHEIM (E) - SALZBUR;259,723;259,723;Redl-Zipf;IMM Oberösterreich (Linz);Herzog Lieselotte;Froech Roland
8300;1240141;21006;VS_Vöcklamarkt (Vm);ja;AT;4870;Vöcklamarkt;Bahnhofstraße 36;004 - Linz Hbf (e) - Salzburg Hbf (e) inkl. Freilassing;Vöcklamarkt;Kategorie 5;4014 - ATTNANG=PUCHHEIM (E) - SALZBUR;264,05;264,05;Vöcklamarkt;IMM Oberösterreich (Linz);Herzog Lieselotte;Froech Roland
8300;1148901;21007;VS_Frankenmarkt (Fm);ja;AT;4890;Frankenmarkt;Hauchhorn 11;004 - Linz Hbf (e) - Salzburg Hbf (e) inkl. Freilassing;Frankenmarkt;Kategorie 5;4014 - ATTNANG=PUCHHEIM (E) - SALZBUR;268,785;268,785;Frankenmarkt;IMM Oberösterreich (Linz);Herzog Lieselotte;Froech Roland
8300;1240142;21008;VS_Pöndorf (Fm  H1);ja;AT;4891;Pöndorf;;004 - Linz Hbf (e) - Salzburg Hbf (e) inkl. Freilassing;Pöndorf;Kategorie 6;4014 - ATTNANG=PUCHHEIM (E) - SALZBUR;275,637;275,637;Pöndorf;IMM Oberösterreich (Linz);Herzog Lieselotte;Froech Roland
8300;1260132;21010;VS_Oberhofen im Inntal (Zl  H3);ja;AT;6406;Oberhofen;;011 - Innsbruck Hbf (a) - Landeck (e);Oberhofen im Inntal;Kategorie 5;6013 - INNSBRUCK HBF. (A) - ÖTZTAL (E;25,545;25,545;Oberhofen im Inntal;IMM Tirol/Vorarlberg (Innsbruck);Jautz Franz;Schmittner Werner
8300;1240143;21011;VS_Straßwalchen (Stw);ja;AT;5204;Straßwalchen;;004 - Linz Hbf (e) - Salzburg Hbf (e) inkl. Freilassing;Straßwalchen;Kategorie 5;4014 - ATTNANG=PUCHHEIM (E) - SALZBUR;285,216;285,216;Straßwalchen;IMM Salzburg (Salzburg);Berner Franz;Falter Roland
8300;1152041;21012;VS_Steindorf bei Straßwalchen (in Nst) (Nst);ja;AT;5202;Straßwalchen;;004 - Linz Hbf (e) - Salzburg Hbf (e) inkl. Freilassing;Steindorf bei Straßwalchen;Kategorie 4;4014 - ATTNANG=PUCHHEIM (E) - SALZBUR;287,427;287,427;Steindorf bei Straßwalchen (in Nst);IMM Salzburg (Salzburg);Berner Franz;Falter Roland
8300;1152041;21013;VS_Neumarkt-Köstendorf (Awanst) (Nst K1);ja;AT;5202;Neumarkt/Köstendorf;;004 - Linz Hbf (e) - Salzburg Hbf (e) inkl. Freilassing;Neumarkt-Köstendorf;Kategorie 5;4014 - ATTNANG=PUCHHEIM (E) - SALZBUR;289,174;289,174;Neumarkt-Köstendorf (Awanst);IMM Salzburg (Salzburg);Berner Franz;Falter Roland
8300;1240144;21014;VS_Weng (Nst H1);ja;AT;5203;Weng;;004 - Linz Hbf (e) - Salzburg Hbf (e) inkl. Freilassing;Weng;Kategorie 6;4014 - ATTNANG=PUCHHEIM (E) - SALZBUR;293,807;293,807;Weng;IMM Salzburg (Salzburg);Berner Franz;Falter Roland
8300;1240144;21015;VS_Wallersee (Nst H2);ja;AT;5201;Seekirchen/Wallersee;;004 - Linz Hbf (e) - Salzburg Hbf (e) inkl. Freilassing;Wallersee;Kategorie 6;4014 - ATTNANG=PUCHHEIM (E) - SALZBUR;296,136;296,136;Wallersee;IMM Salzburg (Salzburg);Berner Franz;Falter Roland
8300;1240144;21016;VS_Seekirchen am Wallersee (See);ja;AT;5201;Seekirchen/Wallersee;;004 - Linz Hbf (e) - Salzburg Hbf (e) inkl. Freilassing;Seekirchen am Wallersee;Kategorie 5;4014 - ATTNANG=PUCHHEIM (E) - SALZBUR;299,445;299,445;Seekirchen am Wallersee;IMM Salzburg (Salzburg);Berner Franz;Falter Roland
8300;1240144;21017;VS_Eugendorf (See H1);ja;AT;5301;Eugendorf;;004 - Linz Hbf (e) - Salzburg Hbf (e) inkl. Freilassing;Eugendorf;Kategorie 6;4014 - ATTNANG=PUCHHEIM (E) - SALZBUR;302,782;302,782;Eugendorf;IMM Salzburg (Salzburg);Berner Franz;Falter Roland
8300;1150201;21018;VS_Hallwang-Elixhausen (Hw);ja;AT;5300;Hallwang/Elixhausen;;004 - Linz Hbf (e) - Salzburg Hbf (e) inkl. Freilassing;Hallwang-Elixhausen;Kategorie 6;4014 - ATTNANG=PUCHHEIM (E) - SALZBUR;305,538;305,538;Hallwang-Elixhausen;IMM Salzburg (Salzburg);Berner Franz;Falter Roland
8300;1150201;21019;VS_Salzburg Kasern (Hw  H1);ja;AT;5020;Salzburg;;004 - Linz Hbf (e) - Salzburg Hbf (e) inkl. Freilassing;Salzburg Kasern;Kategorie 6;4014 - ATTNANG=PUCHHEIM (E) - SALZBUR;309,933;309,933;Salzburg Kasern;IMM Salzburg (Salzburg);Berner Franz;Falter Roland
8300;1150201;21020;VS_Salzburg Hbf (in Sb) (Sb);ja;AT;5020;Salzburg;Südtirolerplatz 1;004 - Linz Hbf (e) - Salzburg Hbf (e) inkl. Freilassing;Salzburg Hbf;Kategorie 1;4014 - ATTNANG=PUCHHEIM (E) - SALZBUR;313,404;313,404;Salzburg Hbf (in Sb);IMM Salzburg (Salzburg);Goldmann Gabriel;Peham Harald
8300;1150231;21021;VS_Salzburg Gnigl (in Sb) (Sr  H1);ja;AT;5020;Salzburg/Gnigl;;006 - Salzburg Hbf (a) - Schwarzach-St.Veit (e);Salzburg Gnigl;Kategorie 5;4015 - SALZBURG HBF. (A) - BISCHOFSHO;2,975;2,975;Salzburg Gnigl (in Sb);IMM Salzburg (Salzburg);Wieland Paul;Fuchs Gerhard
8300;1150231;21022;VS_Salzburg Parsch (Sr  H2);ja;AT;5020;Salzburg/Parsch;;006 - Salzburg Hbf (a) - Schwarzach-St.Veit (e);Salzburg Parsch;Kategorie 5;4015 - SALZBURG HBF. (A) - BISCHOFSHO;4,49;4,49;Salzburg Parsch;IMM Salzburg (Salzburg);Wieland Paul;Fuchs Gerhard
8300;1150231;21023;VS_Salzburg Aigen (Aj);ja;AT;5020;Salzburg/Aigen;;006 - Salzburg Hbf (a) - Schwarzach-St.Veit (e);Salzburg Aigen;Kategorie 5;4015 - SALZBURG HBF. (A) - BISCHOFSHO;5,756;5,756;Salzburg Aigen;IMM Salzburg (Salzburg);Wieland Paul;Fuchs Gerhard
8300;1240151;21024;VS_Puch bei Hallein (Aj  H4);ja;AT;5412;Puch/Oberalm;;006 - Salzburg Hbf (a) - Schwarzach-St.Veit (e);Puch bei Hallein;Kategorie 5;4015 - SALZBURG HBF. (A) - BISCHOFSHO;14,524;14,524;Puch bei Hallein;IMM Salzburg (Salzburg);Wieland Paul;Fuchs Gerhard
8300;1154001;21025;VS_Hallein (Hl);ja;AT;5400;Hallein;Baron Löwensternstraße 4;006 - Salzburg Hbf (a) - Schwarzach-St.Veit (e);Hallein;Kategorie 3;4015 - SALZBURG HBF. (A) - BISCHOFSHO;17,808;17,808;Hallein;IMM Salzburg (Salzburg);Wieland Paul;Fuchs Gerhard
8300;1240152;21026;VS_Bad Vigaun (Hl  H2A);ja;AT;5424;Bad Vigaun;;006 - Salzburg Hbf (a) - Schwarzach-St.Veit (e);Bad Vigaun;Kategorie 6;4015 - SALZBURG HBF. (A) - BISCHOFSHO;20,923;20,923;Bad Vigaun;IMM Salzburg (Salzburg);Wieland Paul;Fuchs Gerhard
8300;1240152;21027;VS_Kuchl (Hl  H5);ja;AT;5431;Kuchl;;006 - Salzburg Hbf (a) - Schwarzach-St.Veit (e);Kuchl;Kategorie 5;4015 - SALZBURG HBF. (A) - BISCHOFSHO;25,58;25,58;Kuchl;IMM Salzburg (Salzburg);Wieland Paul;Fuchs Gerhard
8300;1240152;21028;VS_Golling-Abtenau (Gg);ja;AT;5440;Golling;Bahnhofstraße 93;006 - Salzburg Hbf (a) - Schwarzach-St.Veit (e);Golling-Abtenau;Kategorie 4;4015 - SALZBURG HBF. (A) - BISCHOFSHO;28,764;28,764;Golling-Abtenau;IMM Salzburg (Salzburg);Wieland Paul;Fuchs Gerhard
8300;1240152;21031;VS_Tenneck (Awanst) (Gg  K2);ja;AT;5451;Sulzau;;006 - Salzburg Hbf (a) - Schwarzach-St.Veit (e);Tenneck;Kategorie 6;4015 - SALZBURG HBF. (A) - BISCHOFSHO;42,236;42,236;Tenneck (Awanst);IMM Salzburg (Salzburg);Eisl Harald;Grandits Johannes
8300;1240152;21032;VS_Werfen (Rf);ja;AT;5450;Werfen;;006 - Salzburg Hbf (a) - Schwarzach-St.Veit (e);Werfen;Kategorie 5;4015 - SALZBURG HBF. (A) - BISCHOFSHO;45,212;45,212;Werfen;IMM Salzburg (Salzburg);Eisl Harald;Grandits Johannes
8300;1240152;21033;VS_Pfarrwerfen (Rf  H1);ja;AT;5452;Werfen;;006 - Salzburg Hbf (a) - Schwarzach-St.Veit (e);Pfarrwerfen;Kategorie 6;4015 - SALZBURG HBF. (A) - BISCHOFSHO;46,604;46,604;Pfarrwerfen;IMM Salzburg (Salzburg);Eisl Harald;Grandits Johannes
8300;1155001;21034;VS_Bischofshofen (in Bo) (Bo);ja;AT;5500;Bischofshofen;Bahnhofplatz 16;006 - Salzburg Hbf (a) - Schwarzach-St.Veit (e);Bischofshofen;Kategorie 4;4015 - SALZBURG HBF. (A) - BISCHOFSHO;52,305;52,305;Bischofshofen (in Bo);IMM Salzburg (Salzburg);Eisl Harald;Lainer Gerhard
8300;1240161;21035;VS_Mitterberghütten (Bo  H1);ja;AT;5500;Mitterberghütten;;006 - Salzburg Hbf (a) - Schwarzach-St.Veit (e);Mitterberghütten;Kategorie 6;4016 - BISCHOFSHOFEN (A) - SCHWARZACH;55,272;55,272;Mitterberghütten;IMM Salzburg (Salzburg);Eisl Harald;Grandits Johannes
8300;1240161;21036;VS_St.Johann im Pongau (Jp);ja;AT;5600;St.Johann/Pongau;;006 - Salzburg Hbf (a) - Schwarzach-St.Veit (e);St.Johann im Pongau;Kategorie 5;4016 - BISCHOFSHOFEN (A) - SCHWARZACH;61,266;61,266;St.Johann im Pongau;IMM Salzburg (Salzburg);Eisl Harald;Grandits Johannes
8300;1156201;21037;VS_Schwarzach-St.Veit (Swa);ja;AT;5620;Schwarzach/St. Veit;Bahnhofstraße 12;006 - Salzburg Hbf (a) - Schwarzach-St.Veit (e);Schwarzach-St.Veit;Kategorie 4;4016 - BISCHOFSHOFEN (A) - SCHWARZACH;66,546;66,546;Schwarzach-St.Veit;IMM Salzburg (Salzburg);Breitfuss Hubert;Grandits Johannes
8300;1240171;21039;VS_Eschenau (Ld  H1);ja;AT;5660;Eschenau;;007 - Schwarzach-St.Veit (a) - Wörgl (a);Eschenau;Kategorie 6;4017 - SCHWARZACH=ST.VEIT (A) - SAALF;79,04;79,04;Eschenau;IMM Salzburg (Salzburg);Breitfuss Hubert;Grandits Johannes
8300;1240171;21041;VS_Taxenbach-Rauris (Ta);ja;AT;5660;Taxenbach/Rauris;;007 - Schwarzach-St.Veit (a) - Wörgl (a);Taxenbach-Rauris;Kategorie 6;4017 - SCHWARZACH=ST.VEIT (A) - SAALF;84,328;84,328;Taxenbach-Rauris;IMM Salzburg (Salzburg);Breitfuss Hubert;Grandits Johannes
8300;1240171;21042;VS_Gries im Pinzgau (Ta  H1);ja;AT;5662;Gries/Pinzgau;;007 - Schwarzach-St.Veit (a) - Wörgl (a);Gries im Pinzgau;Kategorie 6;4017 - SCHWARZACH=ST.VEIT (A) - SAALF;88,875;88,875;Gries im Pinzgau;IMM Salzburg (Salzburg);Breitfuss Hubert;Hoeller Walter
8300;1240171;21043;VS_Bruck-Fusch (Brf);ja;AT;5671;Bruck/Fusch;;007 - Schwarzach-St.Veit (a) - Wörgl (a);Bruck-Fusch;Kategorie 6;4017 - SCHWARZACH=ST.VEIT (A) - SAALF;93,734;93,734;Bruck-Fusch;IMM Salzburg (Salzburg);Breitfuss Hubert;Hoeller Walter
8300;1140205;21044;VS_Linz Oed (Lz  H1W);ja;AT;4020;Linz;;027 - Linz Hbf (a) - Selzthal (a);Linz Oed;Kategorie 6;4041 - LINZ HBF. (A) - NETTINGSDORF (;3,25;3,25;Linz Oed;IMM Oberösterreich (Linz);Mayrhofer Stefan;Haiderer Roland
8300;1140203;21045;VS_Linz Wegscheid (Wd);ja;AT;4020;Linz/Wegscheid;;027 - Linz Hbf (a) - Selzthal (a);Linz Wegscheid;Kategorie 5;4041 - LINZ HBF. (A) - NETTINGSDORF (;4,932;4,932;Linz Wegscheid;IMM Oberösterreich (Linz);Mayrhofer Stefan;Haiderer Roland
8300;1240411;21046;VS_St.Martin bei Traun (Wd  H1);ja;AT;4050;Traun;;027 - Linz Hbf (a) - Selzthal (a);St.Martin bei Traun;Kategorie 6;4041 - LINZ HBF. (A) - NETTINGSDORF (;6,663;6,663;St.Martin bei Traun;IMM Oberösterreich (Linz);Hasslacher Markus;Himmelbauer Roland1
8300;1240411;21047;VS_Traun (in T) (T);ja;AT;4050;Traun;;027 - Linz Hbf (a) - Selzthal (a);Traun;Kategorie 5;4041 - LINZ HBF. (A) - NETTINGSDORF (;8,146;8,146;Traun (in T);IMM Oberösterreich (Linz);Hasslacher Markus;Himmelbauer Roland1
8300;1240411;21048;VS_Ansfelden (T   H1);ja;AT;4052;Ansfelden;;027 - Linz Hbf (a) - Selzthal (a);Ansfelden;Kategorie 5;4041 - LINZ HBF. (A) - NETTINGSDORF (;10,298;10,298;Ansfelden;IMM Oberösterreich (Linz);Hasslacher Markus;Himmelbauer Roland1
8300;1146311;21050;VS_Haiding (Had);ja;AT;4631;Haiding;;005 - Wels Hbf (a) - Staatsgrenze n. Passau;Haiding;Kategorie 6;4051 - WELS HBF.(A) - NEUMARKT=KALLHA;7,228;7,228;Haiding;IMM Oberösterreich (Linz);Gruber Alexandrine;Haderer Siegfried
8300;1240512;21051;VS_Bad Schallerbach-Wallern (Wa);ja;AT;4701;Bad Schallerbach/Wallern;;005 - Wels Hbf (a) - Staatsgrenze n. Passau;Bad Schallerbach-Wallern;Kategorie 5;4051 - WELS HBF.(A) - NEUMARKT=KALLHA;12,341;12,341;Bad Schallerbach-Wallern;IMM Oberösterreich (Linz);Gruber Alexandrine;Haderer Siegfried
8300;1240512;21052;VS_Schlüßlberg (Wa  H1);ja;AT;4710;Schlüßlberg;;005 - Wels Hbf (a) - Staatsgrenze n. Passau;Schlüßlberg;Kategorie 6;4051 - WELS HBF.(A) - NEUMARKT=KALLHA;16,675;16,675;Schlüßlberg;IMM Oberösterreich (Linz);Gruber Alexandrine;Haderer Siegfried
8300;1240512;21053;VS_Grieskirchen-Gallspach (Gk);ja;AT;4710;Grieskirchen;;005 - Wels Hbf (a) - Staatsgrenze n. Passau;Grieskirchen-Gallspach;Kategorie 5;4051 - WELS HBF.(A) - NEUMARKT=KALLHA;18,992;18,992;Grieskirchen-Gallspach;IMM Oberösterreich (Linz);Gruber Alexandrine;Haderer Siegfried
8300;1240512;21054;VS_Obertrattnach-M Hofk (Gk  H1);ja;AT;4715;Obertrattnach;;005 - Wels Hbf (a) - Staatsgrenze n. Passau;Obertrattnach-M Hofk;Kategorie 6;4051 - WELS HBF.(A) - NEUMARKT=KALLHA;24,736;24,736;Obertrattnach-M Hofk;IMM Oberösterreich (Linz);Gruber Alexandrine;Haderer Siegfried
8300;1147201;21055;VS_Neumarkt-Kallham (in Neu) (Neu);ja;AT;4720;Neumarkt/Kallham;;005 - Wels Hbf (a) - Staatsgrenze n. Passau;Neumarkt-Kallham;Kategorie 4;4052 - NEUMARKT=KALLHAM (E) - STAATSG;29,729;29,729;Neumarkt-Kallham (in Neu);IMM Oberösterreich (Linz);Gruber Alexandrine;Haderer Siegfried
8300;1240521;21056;VS_Kimpling (Neu H1);ja;AT;4720;Kimpling;;005 - Wels Hbf (a) - Staatsgrenze n. Passau;Kimpling;Kategorie 6;4052 - NEUMARKT=KALLHAM (E) - STAATSG;34,096;34,096;Kimpling;IMM Oberösterreich (Linz);Gruber Alexandrine;Haderer Siegfried
8300;1240521;21057;VS_Kumpfmühl (Neu H2);ja;AT;4751;Kumpfmühl;;005 - Wels Hbf (a) - Staatsgrenze n. Passau;Kumpfmühl;Kategorie 6;4052 - NEUMARKT=KALLHAM (E) - STAATSG;38,332;38,332;Kumpfmühl;IMM Oberösterreich (Linz);Gruber Alexandrine;Haderer Siegfried
8300;1240521;21058;VS_Riedau (Ri);ja;AT;4752;Riedau;;005 - Wels Hbf (a) - Staatsgrenze n. Passau;Riedau;Kategorie 5;4052 - NEUMARKT=KALLHAM (E) - STAATSG;42,261;42,261;Riedau;IMM Oberösterreich (Linz);Gruber Alexandrine;Haderer Siegfried
8300;1240521;21059;VS_Zell a.d.Pram (Ri  H1);ja;AT;4755;Zell/Pram;;005 - Wels Hbf (a) - Staatsgrenze n. Passau;Zell a.d.Pram;Kategorie 6;4052 - NEUMARKT=KALLHAM (E) - STAATSG;43,807;43,807;Zell a.d.Pram;IMM Oberösterreich (Linz);Gruber Alexandrine;Haderer Siegfried
8300;1240521;21060;VS_Andorf (Af);ja;AT;4770;Andorf;;005 - Wels Hbf (a) - Staatsgrenze n. Passau;Andorf;Kategorie 5;4052 - NEUMARKT=KALLHAM (E) - STAATSG;51,337;51,337;Andorf;IMM Oberösterreich (Linz);Gruber Alexandrine;Haderer Siegfried
8300;1240521;21061;VS_Taufkirchen a d Pram (Tp);ja;AT;4775;Taufkirchen/Pram;;005 - Wels Hbf (a) - Staatsgrenze n. Passau;Taufkirchen a d Pram;Kategorie 6;4052 - NEUMARKT=KALLHAM (E) - STAATSG;57,067;57,067;Taufkirchen a d Pram;IMM Oberösterreich (Linz);Gruber Alexandrine;Haderer Siegfried
8300;1147801;21063;VS_Schärding (in Sch) (Sch);ja;AT;4780;Schärding;;005 - Wels Hbf (a) - Staatsgrenze n. Passau;Schärding;Kategorie 5;4052 - NEUMARKT=KALLHAM (E) - STAATSG;67,136;67,136;Schärding (in Sch);IMM Oberösterreich (Linz);Gruber Alexandrine;Haderer Siegfried
8300;1240522;21064;VS_Wernstein (Sch H1);ja;AT;4783;Wernstein;;005 - Wels Hbf (a) - Staatsgrenze n. Passau;Wernstein;Kategorie 6;4052 - NEUMARKT=KALLHAM (E) - STAATSG;71,926;71,926;Wernstein;IMM Oberösterreich (Linz);Gruber Alexandrine;Haderer Siegfried
8300;1260133;21066;VS_Ötztal (Oz);ja;AT;6430;Ötztal;;011 - Innsbruck Hbf (a) - Landeck (e);Ötztal;Kategorie 4;6013 - INNSBRUCK HBF. (A) - ÖTZTAL (E;45,42;45,42;Ötztal;IMM Tirol/Vorarlberg (Innsbruck);Heis Thomas;Wilhelmer Erwin
8300;1260133;21067;VS_Roppen (Rop);ja;AT;6426;Roppen;;011 - Innsbruck Hbf (a) - Landeck (e);Roppen;Kategorie 6;5014 - ÖTZTAL (A) - LANDECK (E) (S.A.;50,056;50,056;Roppen;IMM Tirol/Vorarlberg (Innsbruck);Heis Thomas;Wilhelmer Erwin
8300;1260133;21068;VS_Imst-Pitztal (Im);ja;AT;6460;Imst Pitztal;Arzl 70;011 - Innsbruck Hbf (a) - Landeck (e);Imst-Pitztal;Kategorie 5;5014 - ÖTZTAL (A) - LANDECK (E) (S.A.;54,698;54,698;Imst-Pitztal;IMM Tirol/Vorarlberg (Innsbruck);Heis Thomas;Wilhelmer Erwin
8300;1260133;21069;VS_Imsterberg (Im  H1);ja;AT;6491;Imsterberg;;011 - Innsbruck Hbf (a) - Landeck (e);Imsterberg;Kategorie 6;5014 - ÖTZTAL (A) - LANDECK (E) (S.A.;59,07;59,07;Imsterberg;IMM Tirol/Vorarlberg (Innsbruck);Heis Thomas;Wilhelmer Erwin
8300;1260133;21070;VS_Schönwies (Ss);ja;AT;6491;Schönwies;;011 - Innsbruck Hbf (a) - Landeck (e);Schönwies;Kategorie 6;5014 - ÖTZTAL (A) - LANDECK (E) (S.A.;63,015;63,015;Schönwies;IMM Tirol/Vorarlberg (Innsbruck);Heis Thomas;Wilhelmer Erwin
8300;1167541;21074;VS_Langen am Arlberg (Lan);ja;AT;6754;Langen/Arlberg;;012 - Landeck (a) - Bludenz (e);Langen am Arlberg;Kategorie 6;6015 - LANDECK (A) - LANGEN AM ARLBER;110,715;110,715;Langen am Arlberg;IMM Tirol/Vorarlberg (Innsbruck);Heis Thomas;Naglic Mario
8300;1169001;21082;VS_Bregenz Hafen (in Bg) (Bg  H1);ja;AT;6900;Bregenz;;013 - Bludenz (a) - Staatsgrenze n. Lochau-H. / Nendeln;Bregenz Hafen;Kategorie 5;5018 - BREGENZ (A) - LOCHAU=HÖRBRANZ;9,6;9,6;Bregenz Hafen (in Bg);IMM Tirol/Vorarlberg (Innsbruck);Hackl Julian;Walser Christian
8300;1169001;21083;VS_Bregenz (in Bg) (Bg);ja;AT;6900;Bregenz;;013 - Bludenz (a) - Staatsgrenze n. Lochau-H. / Nendeln;Bregenz;Kategorie 3;6017 - BLUDENZ (A) - BREGENZ (E);10,405;10,405;Bregenz (in Bg);IMM Tirol/Vorarlberg (Innsbruck);Hackl Julian;Walser Christian
8300;1168001;21084;VS_Altenstadt (Fk  H1N);ja;AT;6800;Altenstadt;;013 - Bludenz (a) - Staatsgrenze n. Lochau-H. / Nendeln;Altenstadt;Kategorie 6;5031 - FELDKIRCH (A) - ERHGR. N. BUCH;2,133;2,133;Altenstadt;IMM Tirol/Vorarlberg (Innsbruck);Heis Thomas;Naglic Mario
8300;1168001;21085;VS_Gisingen (Fk  H2N);ja;AT;6800;Gisingen;;013 - Bludenz (a) - Staatsgrenze n. Lochau-H. / Nendeln;Gisingen;Kategorie 6;5031 - FELDKIRCH (A) - ERHGR. N. BUCH;3,595;3,595;Gisingen;IMM Tirol/Vorarlberg (Innsbruck);Heis Thomas;Naglic Mario
8300;1250311;21086;VS_Tisis (To  H1);ja;AT;6800;Tisis;;013 - Bludenz (a) - Staatsgrenze n. Lochau-H. / Nendeln;Tisis;Kategorie 6;5031 - FELDKIRCH (A) - ERHGR. N. BUCH;7,282;7,282;Tisis;IMM Tirol/Vorarlberg (Innsbruck);Heis Thomas;Naglic Mario
8300;1177771;21088;VS_Nendeln (Nd);ja;LI;9485;Nendeln;;013 - Bludenz (a) - Staatsgrenze n. Lochau-H. / Nendeln;Nendeln;Kategorie 6;5031 - FELDKIRCH (A) - ERHGR. N. BUCH;11,47;11,47;Nendeln;IMM Tirol/Vorarlberg (Innsbruck);Heis Thomas;Naglic Mario
8300;1177771;21089;VS_Forst Hilti (Nd  H1);ja;LI;9595;Schaan Vaduz;;013 - Bludenz (a) - Staatsgrenze n. Lochau-H. / Nendeln;Forst Hilti;Kategorie 6;5031 - FELDKIRCH (A) - ERHGR. N. BUCH;14,125;14,125;Forst Hilti;IMM Tirol/Vorarlberg (Innsbruck);Heis Thomas;Naglic Mario
8300;1177771;21090;VS_Schaan-Vaduz (Nd  H1H);ja;LI;9595;Schaan Vaduz;;013 - Bludenz (a) - Staatsgrenze n. Lochau-H. / Nendeln;Schaan-Vaduz;Kategorie 6;5031 - FELDKIRCH (A) - ERHGR. N. BUCH;15,875;15,875;Schaan-Vaduz;IMM Tirol/Vorarlberg (Innsbruck);Heis Thomas;Naglic Mario
8300;1250411;21092;VS_Hard-Fussach (Us  H1);ja;AT;6973;Hard Fussach;;013 - Bludenz (a) - Staatsgrenze n. Lochau-H. / Nendeln;Hard-Fussach;Kategorie 6;5041 - ST.MARGRETHEN (ERHALTUNGSGR.);6,483;6,483;Hard-Fussach;IMM Tirol/Vorarlberg (Innsbruck);Hackl Julian;Walser Christian
8300;1160102;21093;VS_Innsbruck Hötting (in I) (Ih);ja;AT;6020;Hötting;;084 - Innsbruck Westbf (a) - Staatsgrenze n. Scharnitz;Innsbruck Hötting;Kategorie 6;5511 - INNSBRUCK WESTBF.(A) - STAATSG;1,782;1,782;Innsbruck Hötting (in I);IMM Tirol/Vorarlberg (Innsbruck);Fellinger Guenter;Steffan Bernhard
8300;1255111;21094;VS_Allerheiligenhöfe (Ih  H1);ja;AT;6020;Allerheiligenhöfe;;084 - Innsbruck Westbf (a) - Staatsgrenze n. Scharnitz;Allerheiligenhöfe;Kategorie 6;5511 - INNSBRUCK WESTBF.(A) - STAATSG;3,739;3,739;Allerheiligenhöfe;IMM Tirol/Vorarlberg (Innsbruck);Fellinger Guenter;Steffan Bernhard
8300;1255111;21095;VS_Kranebitten (Ih  H2);ja;AT;6020;Innsbruck/Kranebitten;;084 - Innsbruck Westbf (a) - Staatsgrenze n. Scharnitz;Kranebitten;Kategorie 6;5511 - INNSBRUCK WESTBF.(A) - STAATSG;5,718;5,718;Kranebitten;IMM Tirol/Vorarlberg (Innsbruck);Fellinger Guenter;Steffan Bernhard
8300;1255111;21096;VS_Martinswand (Maw);ja;AT;6020;Martinswand;;084 - Innsbruck Westbf (a) - Staatsgrenze n. Scharnitz;Martinswand;Kategorie X;5511 - INNSBRUCK WESTBF.(A) - STAATSG;7,206;7,206;Martinswand;IMM Tirol/Vorarlberg (Innsbruck);Fellinger Guenter;Steffan Bernhard
8300;1161701;21097;VS_Hochzirl (Hol);ja;AT;6170;Hochzirl;;084 - Innsbruck Westbf (a) - Staatsgrenze n. Scharnitz;Hochzirl;Kategorie 6;5511 - INNSBRUCK WESTBF.(A) - STAATSG;12,713;12,713;Hochzirl;IMM Tirol/Vorarlberg (Innsbruck);Fellinger Guenter;Steffan Bernhard
8300;1161701;21098;VS_Leithen (Hol H1);ja;AT;6103;Leithen;;084 - Innsbruck Westbf (a) - Staatsgrenze n. Scharnitz;Leithen;Kategorie 6;5511 - INNSBRUCK WESTBF.(A) - STAATSG;16,783;16,783;Leithen;IMM Tirol/Vorarlberg (Innsbruck);Fellinger Guenter;Steffan Bernhard
8300;1161701;21099;VS_Reith (Re);ja;AT;6103;Reith;;084 - Innsbruck Westbf (a) - Staatsgrenze n. Scharnitz;Reith;Kategorie 6;5511 - INNSBRUCK WESTBF.(A) - STAATSG;18,835;18,835;Reith;IMM Tirol/Vorarlberg (Innsbruck);Fellinger Guenter;Steffan Bernhard
8300;1161001;21100;VS_Seefeld in Tirol (Set);ja;AT;6100;Seefeld/Tirol;Bahnhofsplatz 115;084 - Innsbruck Westbf (a) - Staatsgrenze n. Scharnitz;Seefeld in Tirol;Kategorie 5;5511 - INNSBRUCK WESTBF.(A) - STAATSG;22,427;22,427;Seefeld in Tirol;IMM Tirol/Vorarlberg (Innsbruck);Fellinger Guenter;Steffan Bernhard
8300;1255112;21102;VS_Scharnitz (Snz);ja;AT;6108;Scharnitz;;084 - Innsbruck Westbf (a) - Staatsgrenze n. Scharnitz;Scharnitz;Kategorie 5;5511 - INNSBRUCK WESTBF.(A) - STAATSG;32,491;32,491;Scharnitz;IMM Tirol/Vorarlberg (Innsbruck);Fellinger Guenter;Steffan Bernhard
